,asset,strike_pct,duration,util,mood,option_type,train_start_date,train_end_date
271,IOTA,10.0,30,0.5,bull,put,2020-04-17,2021-04-17
272,IOTA,20.0,1,0.5,bear,put,2017-12-08,2018-12-08
273,IOTA,20.0,1,0.5,bull,put,2020-04-17,2021-04-17
274,IOTA,20.0,7,0.5,bear,put,2017-12-08,2018-12-08
275,IOTA,20.0,7,0.5,bull,put,2020-04-17,2021-04-17
276,IOTA,20.0,14,0.5,bear,put,2017-12-08,2018-12-08
277,IOTA,20.0,14,0.5,bull,put,2020-04-17,2021-04-17
278,IOTA,20.0,30,0.5,bear,put,2017-12-08,2018-12-08
279,IOTA,20.0,30,0.5,bull,put,2020-04-17,2021-04-17
280,MSCI,-20.0,1,0.5,bear,put,2017-12-25,2018-12-25
281,MSCI,-20.0,1,0.5,bull,put,2017-01-24,2018-01-24
282,MSCI,-20.0,7,0.5,bear,put,2017-12-25,2018-12-25
283,MSCI,-20.0,7,0.5,bull,put,2017-01-24,2018-01-24
284,MSCI,-20.0,14,0.5,bear,put,2017-12-25,2018-12-25
285,MSCI,-20.0,14,0.5,bull,put,2017-01-24,2018-01-24
286,MSCI,-20.0,30,0.5,bear,put,2017-12-25,2018-12-25
287,MSCI,-20.0,30,0.5,bull,put,2017-01-24,2018-01-24
288,MSCI,-10.0,1,0.5,bear,put,2017-12-25,2018-12-25
289,MSCI,-10.0,1,0.5,bull,put,2017-01-24,2018-01-24
290,MSCI,-10.0,7,0.5,bear,put,2017-12-25,2018-12-25
291,MSCI,-10.0,7,0.5,bull,put,2017-01-24,2018-01-24
292,MSCI,-10.0,14,0.5,bear,put,2017-12-25,2018-12-25
293,MSCI,-10.0,14,0.5,bull,put,2017-01-24,2018-01-24
294,MSCI,-10.0,30,0.5,bear,put,2017-12-25,2018-12-25
295,MSCI,-10.0,30,0.5,bull,put,2017-01-24,2018-01-24
296,MSCI,0.0,1,0.5,bear,put,2017-12-25,2018-12-25
297,MSCI,0.0,1,0.5,bull,put,2017-01-24,2018-01-24
298,MSCI,0.0,7,0.5,bear,put,2017-12-25,2018-12-25
